APP,CVE ID,Second Description,AccessVector,Attack Complexity,Confidentiality Impact,Integrity Impact,Availability Impact,Base Score,Base Severity,Exploitability Score,Impact Score
Chrome Windows,CVE-2010-2295,"page/EventHandler.cpp en WebCore en WebKit en Google Chrome anterior a v5.0.375.70, no maneja adecuadamente un cambio del marco(frame) durante el envío de una pulsación de tecla (keydown), lo que permite a atacantes remotos asistidos por el usuario redireccionar caracteres tecleados a través de un archivo HTML manipulado. También conocido problema rdar 7018610. NOTA: esto podría coincidir con el CVE-2010-1422.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-2296,"La implementación de métodos DOM sin especificar en Google Chrome anterior a v5.0.375.70 permite a atacantes remotos evitar la ""Same Origin Policy"" a través de vectores desconocidos.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2297,"rendering/FixedTableLayout.cpp en WebCore en WebKit en Google Chrome anterior a v5.0.375.70, permite a atacantes remotos provocar una denegación de servicio (caída de aplicación) o posiblemente la ejecución de código de su elección a través de un documento HTML que contiene un atributo ""colspan"" largo dentro de una tabla.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2298,"browser/renderer_host/database_dispatcher_host.cc en Google Chrome anterior a v5.0.375.70 sobre linux, no maneja adecuadamente los mensajes ViewHostMsg_DatabaseOpenFile en el ""sandboxing"" chroot-based, lo que permite a atacantes remotos evitar las restricciones establecidas para el sandbox a través de vectores que involucran a las llamadas fchdir y chdir.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2299,"La función Clipboard::DispatchObject en app/clipboard/clipboard.cc de Google Chrome anterior a v5.0.375.70 no maneja apropiadamente los objetosCBF_SMBITMAP en un mensajeViewHostMsg_ClipboardWriteObjectsAsync, lo que podría permitir a atacantes remotos ejecutar codigo de su elección a través de vectores involucrando datos manipulados del proceso de renderizado, relacionado con un problema de tipo ""Type Confusion"".",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2300,"Vulnerabilidad de uso despues de liberación en la función Element::normalizeAttributes en dom/Element.cpp en WebCore de WebKit de Google Chrome anterior a v5.0.375.70 permite a los atacantes remotos ejecutar código a su elección o causar una denegación de servicio (corrupción de memoria) a través de vectores relacionados con los manejadores de eventos de mutación DOM, también conocido como problema rdar 7948784. NOTA: Esta vulnerabilidad podría superponerse con CVE-2010-1759.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2301,Vulnerabilidad de secuencias de comandos en sitios cruzados (XSS) en editing/markup.cpp en WebCore en WebKit en Google Chrome anterior v5.0.375.70 permite a atacantes remotos inyectar código web o HTML de su elección a través de vectores relacionados con la propiedad node.innerHTML del elemento TEXTATREA. NOTA: Esta vulnerabilidad se solapa con CVE-2010-1762.,NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-2302,Vulnerabilidad de uso después de la liberación (Use-after-free) en WebCore de WebKit de Google Chrome anterior a v5.0.375.70 permite a atacantes remotos provocar una denegación de servicio (corrupción de memoria) o posiblemente la ejecución de código de su elección a través de vectores que involucran a fuentes remotas en conjunción con los árboles DOM referenciados. También conocido como  problema rdar 8007953. NOTA: esto podría coincidir con el CVE-2010-1771.,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2645,"Vulnerabilidad no especificada en Google Chrome anterior a v5.0.375.99, cuando se utiliza WebGL, permite a los atacantes remotos provocar una denegación de servicio (lectura fuera de rango) a través de vectores desconocidos.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-2646,"Google Chrome anterior v5.0.375.99 no aisla adecuadamente los elementos IFRAME, lo que provoca impactos no especificados y vectores de ataque remoto. 
",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2647,"Google Chrome anterior v5.0.375.99 permite a atacantes remotos causar una denegación de servicio (corrupción de memoria) o probablemente tener otro impacto no especificados a través de documentos SVG no válidos. 
",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2648,"La implementación de Unicode Bidirectional Algorithm (conocido como algoritmo Bidi o UBA) en Google Chrome anterior v5.0.375.99 permite a atacantes remotos causar una denegación de servicio (corrupción de memoria) o probablemente tener otro impacto no especificado a través de vectores desconocidos. 
",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2649,"Vulnerabilidad no especificada en Google Chrome anterior v5.0.375.99 permite a atacantes remotos causar una denegación de servicio (caída de programa) a través de una imagen no validad. 
",NETWORK,MEDIUM,NONE,NONE,PARTIAL,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-2650,"Vulnerabilidad no especificada en Google Chrome anterior a v5.0.375.99 tiene un impacto y vectores de ataque desconocidos, relacionados con una ""molestia con los dialogos de impresión"".",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2651,"La implementación Cascading Style Sheets (CSS) en Google Chrome anterior v5.0.375.99 no realiza adecuadamente la renderización de estilo, lo que permite a atacantes remotos causar una denegación de servicio (corrupción de memoria) o probablemente otro impacto no especificados a través de vectores desconocidos. 
",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2652,"Google Chrome anterior v5.0.375.99 no implemente adecuadamente los diálogos modales, lo que permite a atacantes causar una denegación de servicio (caída de programa) a través de vectores no especficiados. 
",NETWORK,LOW,NONE,NONE,PARTIAL,5.0,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-2897,"Google Chrome anterior  a v5.0.375.125, no mitiga adecuadamente un error no especificado en el kernel de Windows, lo que provoca un impacto desconocido a través de vectores no especificados.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2898,"Google Chrome anterior a v5.0.375.125 no mitiga de forma adecuada un fallo en una librería de GNU C, tiene un vector de ataque e impacto desconocido.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2899,"Vulnerabilidad sin especificar en la implementación de diseño en Google Chrome anterior a 5.0.375.125, permite a atacantes remotos obtener información sensible desde los procesos de memoria a través de vectores desconocidos.",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-2900,"ChromeGoogle Chrome anterior a v5.0.375.125  no maneja adecuadamente lienzos (canvas) de gran tamaño, lo que tiene un impacto y vectores de ataque no especificados.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2901,La implementación de renderizado de Google Chrome anterior a v5.0.375.125 permite a atacantes remotos provocar una denegación de servicio (corrupción de memoria) o puede que tener otros impactos no especificados mediante vectores desconocidos.,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2902,La implementación de SVG en Google Chrome anterior a v5.0.375.125 permite a atacantes remotos provocar una denegación de servicio (corrupción de memoria) o posiblemente tener otro impacto no especificado a través de vectores desconocidos.,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2903,"Google Chrome anterior a v5.0.375.125 realiza un truncamiento no esperado y elidiendo de una manera no adecuada los nombres de host, lo que causa un impacto desconocido a través de vectores no especificados.",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,NULL,NULL
Chrome Windows,CVE-2010-3111,"Google Chrome anterior a versión  6.0.472.53, no mitiga apropiadamente un fallo no especificado en el kernel de Windows, que tiene un impacto y vectores de ataque desconocidos, una vulnerabilidad diferente de CVE-2010-2897.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-3112,"Google Chrome anterior a v5.0.375.127 no implementa correctamente los diálogos de archivo, lo que podría permitir a atacantes provocar una denegación de servicio (corrupción de memoria) o posiblemente tenga otro impacto sin especificar a través de vectores desconocidos.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-3113,"Google Chrome anterior a v5.0.375.127 no maneja correctamente los documentos SVG, lo que podría permitir a atacantes remotos provocar una denegación de servicio (corrupción de memoria) o posiblemente tenga otros impactos sin especificar a través de vectores desconocidos",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-3114,"La implementación de edición de texto en Google Chrome anterior a v5.0.375.127 no realiza conversiones de forma correcta, lo que podría tener impacto y vectores de ataque no especificados.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-3115,"Google Chrome anterior a v5.0.375.127 no implementa correctamente la caracteristica de historial, lo que podría permitir a atacantes remotos suplantar la barra de direcciones a través de vectores no especificados",NETWORK,LOW,NONE,PARTIAL,NONE,5.0,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-3116,"Google Chrome anterior a v5.0.375.127 no procesa correctamente los tipos MIME, lo que podría permitir a atacantes remotos provocar una denegación de servicio (corrupción de memoria) o posiblemente tener otro impacto mediante vectores desconocidos",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-3117,"Google Chrome anterior a v5.0.375.127 no implementa correctamente la característica de notificaciones, lo que podría permitir a atacantes remotos provocar una denegación de servicios (fallo de la aplicación) y posiblemente tener otro impacto sin especificar mediante vectores desconocidos",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-3118,"La característica ""autosuggest"" en la implementación de Omnibox de Google Chrome anterior a v5.0.375.127 no se anticipa a la entrada de contraseñas, lo que podría permitir a atacantes remotos obtener información sensible leyendo el tráfico de red generado por esta característica.",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-3119,"Google Chrome anterior a versión  5.0.375.127 y webkitgtk anterior a versión 1.2.6, no admiten apropiadamente el lenguaje de Ruby, que permite a los atacantes causar una denegación de servicio (corrupción de memoria) o posiblemente tener otro impacto no especificado por medio de vectores desconocidos.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-3120,"Google Chrome anterior a v5.0.375.127 no implementa correctamente la característica de Geolocalización, lo que permite a atacantes remotos provocar una denegación de servicio (corrupción de memoria) o posiblemente pueda tener otros impactos no especificados a través de vectores desconocidos",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-3246,"Google Chrome anterior a v6.0.472.53 no maneja apropiadamente el valor ""_blank"" para el atributo de destino de elementos sin especificar, lo que permite a atacantes remotos evitar el bloqueo de ""pop-up"" a través de vectores desconocidos",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-3247,"Google Chrome anterior a v6.0.472.53 no restringe adecuadamente los caracteres en las URLs, lo que podría permitir a atacantes remotos manipular la apariencia de la barra de URL a través de secuencias homográficas",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-3248,"Google Chrome anterior a v6.0.472.53 no restringe apropiadamente el copiado al portapapeles, lo que produce un impacto y vectores de ataque sin especificar.",NETWORK,LOW,NONE,PARTIAL,NONE,5.0,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-3249,"Google Chrome anterior a v6.0.472.53 no implementa apropiadamente los filtros SVG, lo que permite a atacantes remotos provocar una denegación de servicio o posiblemente tenga otro impacto sin especificar a través de vectores desconocidos. Relacionado con un problema ""stale pointer""",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-3250,Vulnerabilidad sin especificar en Google Chrome anterior a v6.0.472.53 permite a atacantes remotos enumerar el conjunto de extensiones instaladas a través de vectores desconocidos.,NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-3251,La implementación de WebSockets en Google Chrome anterior a v6.0.472.53 permite a atacantes remotos provocar una denegación de servicio (referencia a puntero nulo -NULL- y caída de la aplicación) a través de vectores sin especificar.,NETWORK,MEDIUM,NONE,NONE,PARTIAL,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-3252,"La vulnerabilidad ""use-after-free"" en el presentador de notificaciones en Google Chrome anterior a v6.0.472.53 permite a atacantes provocar una denegación de servicio o posiblemente tenga otro impacto sin especificar a través de vectores desconocidos.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-3253,La implementación de los permisos de notificación en Google Chrome anterior a v6.0.472.53 permite a atacantes provocar una denegación de servicio (corrupción de memoria) o posiblemente tenga otro impacto sin especificar a través de vectores desconocidos.,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-3254,"La implementación de WebSockets en Google Chrome anterior a v6.0.472.53 no maneja adecuadamente los valores enteros, lo que podría permitir a atacantes remotos provocar una denegación de servicio o posiblemente tenga otro impacto sin especificar a través de vectores desconocidos.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-3255,"Chrome de Google anterior a versión 6.0.472.53 y webkitgtk anterior a versión 1.2.6, no maneja apropiadamente los nodos contadores, lo que permite a los atacantes remotos causar una denegación de servicio (corrupción de memoria) o posiblemente tener otro impacto no especificado por medio de vectores desconocidos.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-3256,"Google Chrome anterior a v6.0.472.53 no limita apropiadamente el número de entradas de autocompletado que se almacenan, lo que podría suponer un impacto y unos vectores de ataque sin especificar.",NETWORK,MEDIUM,NONE,NONE,PARTIAL,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-3257,"Google Chrome anterior a v6.0.472.53 no realiza apropiadamente el manejo del foco, lo que permite a atacantes remotos causar una denegación de servicio o posiblemente tener otros impactos sin especificar a través de vectores desconocidos. Relacionado con un problema ""stale pointer""",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
